SSH-2.0-ssh2js1.4.0
SSH-2.0-OpenSSH_7.6p1 Ubuntu-4ubuntu0.5
{ Id: 'A1', pm25: 21.00, pm10: 30.00, temp: 4.00, hum: 11.00, atm: 0.00 , loc: $GNGGA,000032.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*57 }
{ Id: 'A1', pm25: 24.00, pm10: 32.00, temp: 8.00, hum: 18.00, atm: 39.00 , loc: $GNGGA,000741.264,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54 }
{ Id: 'A1', pm25: 22.00, pm10: 30.00, temp: 3.00, hum: 10.00, atm: 40.00 , loc: $GNGGA,155744.095,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5C }
{ Id: 'A1', pm25: 23.00, pm10: 30.00, temp: 3.00, hum: 16.00, atm: 41.00 , loc: $GNGGA,155755.094,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5D }
{ Id: 'A1', pm25: 24.00, pm10: 30.00, temp: 7.00, hum: 19.00, atm: 42.00 , loc: $GNGGA,155806.094,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54 }
{ Id: 'A1', pm25: 23.00, pm10: 32.00, temp: 3.00, hum: 17.00, atm: 43.00 , loc: $GNGGA,155817.094,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54 }
{ Id: 'A1', pm25: 21.00, pm10: 30.00, temp: 4.00, hum: 18.00, atm: 44.00 , loc: $GNGGA,155828.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54 }
{ Id: 'A1', pm25: 22.00, pm10: 32.00, temp: 2.00, hum: 11.00, atm: 45.00 , loc: $GNGGA,155839.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54 }
{ Id: 'A1', pm25: 23.00, pm10: 33.00, temp: 4.00, hum: 12.00, atm: 46.00 , loc: $GNGGA,155850.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5B }
{ Id: 'A1', pm25: 24.00, pm10: 30.00, temp: 6.00, hum: 19.00, atm: 47.00 , loc: $GNGGA,155901.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5E }
{ Id: 'A1', pm25: 24.00, pm10: 33.00, temp: 4.00, hum: 13.00, atm: 48.00 , loc: $GNGGA,155912.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5C }
{ Id: 'A1', pm25: 23.00, pm10: 32.00, temp: 3.00, hum: 17.00, atm: 49.00 , loc: $GNGGA,155923.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5E }
{ Id: 'A1', pm25: 22.00, pm10: 30.00, temp: 7.00, hum: 19.00, atm: 50.00 , loc: $GNGGA,155934.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*58 }
{ Id: 'A1', pm25: 22.00, pm10: 33.00, temp: 2.00, hum: 11.00, atm: 51.00 , loc: $GNGGA,155945.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5E }
{ Id: 'A1', pm25: 22.00, pm10: 34.00, temp: 3.00, hum: 10.00, atm: 52.00 , loc: $GNGGA,155956.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5C }
{ Id: 'A1', pm25: 20.00, pm10: 30.00, temp: 2.00, hum: 15.00, atm: 53.00 , loc: $GNGGA,160007.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*57 }
{ Id: 'A1', pm25: 22.00, pm10: 33.00, temp: 8.00, hum: 11.00, atm: 54.00 , loc: $GNGGA,160018.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*59 }
SSH-2.0-OpenSSH_7.6p1 Ubuntu-4ubuntu0.5
{ Id: 'A1', pm25: 24.00, pm10: 33.00, temp: 7.00, hum: 19.00, atm: 55.00 , loc: $GNGGA,160029.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5B }
{ Id: 'A1', pm25: 24.00, pm10: 30.00, temp: 4.00, hum: 16.00, atm: 56.00 , loc: $GNGGA,160040.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54 }
{ Id: 'A1', pm25: 22.00, pm10: 34.00, temp: 4.00, hum: 14.00, atm: 57.00 , loc: $GNGGA,160051.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54 }
{ Id: 'A1', pm25: 20.00, pm10: 31.00, temp: 5.00, hum: 10.00, atm: 58.00 , loc: $GNGGA,160102.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*53 }
{ Id: 'A1', pm25: 24.00, pm10: 33.00, temp: 5.00, hum: 17.00, atm: 59.00 , loc: $GNGGA,160113.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*53 }
{ Id: 'A1', pm25: 22.00, pm10: 33.00, temp: 3.00, hum: 18.00, atm: 60.00 , loc: $GNGGA,160124.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*57 }
{ Id: 'A1', pm25: 23.00, pm10: 34.00, temp: 2.00, hum: 11.00, atm: 61.00 , loc: $GNGGA,160135.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*57 }
{ Id: 'A1', pm25: 23.00, pm10: 32.00, temp: 5.00, hum: 10.00, atm: 62.00 , loc: $GNGGA,160146.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*53 }
{ Id: 'A1', pm25: 21.00, pm10: 33.00, temp: 7.00, hum: 15.00, atm: 63.00 , loc: $GNGGA,160157.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*53 }
{ Id: 'A1', pm25: 21.00, pm10: 31.00, temp: 5.00, hum: 10.00, atm: 64.00 , loc: $GNGGA,160208.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5A }
{ Id: 'A1', pm25: 24.00, pm10: 30.00, temp: 3.00, hum: 14.00, atm: 65.00 , loc: $GNGGA,160219.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5A }
{ Id: 'A1', pm25: 20.00, pm10: 34.00, temp: 9.00, hum: 18.00, atm: 66.00 , loc: $GNGGA,160230.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*51 }
{ Id: 'A1', pm25: 20.00, pm10: 34.00, temp: 9.00, hum: 17.00, atm: 67.00 , loc: $GNGGA,160241.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*57 }
{ Id: 'A1', pm25: 23.00, pm10: 34.00, temp: 2.00, hum: 16.00, atm: 68.00 , loc: $GNGGA,160252.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*55 }
{ Id: 'A1', pm25: 21.00, pm10: 33.00, temp: 2.00, hum: 18.00, atm: 69.00 , loc: $GNGGA,160303.088,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*51 }
{ Id: 'A1', pm25: 21.00, pm10: 31.00, temp: 3.00, hum: 12.00, atm: 70.00 , loc: $GNGGA,160313.306,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*55 }
{ Id: 'A1', pm25: 22.00, pm10: 33.00, temp: 2.00, hum: 11.00, atm: 71.00 , loc: $GNGGA,160324.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*55 }
{ Id: 'A1', pm25: 22.00, pm10: 31.00, temp: 2.00, hum: 17.00, atm: 72.00 , loc: $GNGGA,160335.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*55 }
{ Id: 'A1', pm25: 24.00, pm10: 33.00, temp: 9.00, hum: 14.00, atm: 73.00 , loc: $GNGGA,160346.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*51 }
{ Id: 'A1', pm25: 24.00, pm10: 31.00, temp: 4.00, hum: 11.00, atm: 74.00 , loc: $GNGGA,160357.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*51 }
{ Id: 'A1', pm25: 20.00, pm10: 32.00, temp: 9.00, hum: 16.00, atm: 75.00 , loc: $GNGGA,160408.089,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5C }
{ Id: 'A1', pm25: 20.00, pm10: 33.00, temp: 8.00, hum: 14.00, atm: 76.00 , loc: $GNGGA,160419.088,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5D }
{ Id: 'A1', pm25: 22.00, pm10: 34.00, temp: 8.00, hum: 18.00, atm: 77.00 , loc: $GNGGA,160430.088,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*56 }
{ Id: 'A1', pm25: 23.00, pm10: 32.00, temp: 7.00, hum: 10.00, atm: 78.00 , loc: $GNGGA,160441.088,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*50 }
{ Id: 'A1', pm25: 21.00, pm10: 30.00, temp: 9.00, hum: 16.00, atm: 79.00 , loc: $GNGGA,160452.088,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*52 }
{ Id: 'A1', pm25: 20.00, pm10: 32.00, temp: 4.00, hum: 11.00, atm: 80.00 , loc: $GNGGA,160503.088,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*57 }
{ Id: 'A1', pm25: 21.00, pm10: 34.00, temp: 7.00, hum: 10.00, atm: 81.00 , loc: $GNGGA,160514.088,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*51 }
SSH-2.0-OpenSSH_7.6p1 Ubuntu-4ubuntu0.5
{ Id: 'A1', pm25: 20.00, pm10: 31.00, temp: 7.00, hum: 18.00, atm: 82.00 , loc: $GNGGA,160525.088,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*53 }
{ Id: 'A1', pm25: 23.00, pm10: 30.00, temp: 9.00, hum: 17.00, atm: 83.00 , loc: $GNGGA,160536.088,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*51 }
{ Id: 'A1', pm25: 24.00, pm10: 30.00, temp: 7.00, hum: 19.00, atm: 84.00 , loc: $GNGGA,160547.088,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*57 }
{ Id: 'A1', pm25: 20.00, pm10: 34.00, temp: 7.00, hum: 10.00, atm: 85.00 , loc: $GNGGA,160558.088,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*59 }
{ Id: 'A1', pm25: 23.00, pm10: 32.00, temp: 5.00, hum: 12.00, atm: 86.00 , loc: $GNGGA,160609.088,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5E }
{ Id: 'A1', pm25: 24.00, pm10: 34.00, temp: 2.00, hum: 15.00, atm: 87.00 , loc: $GNGGA,160620.088,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*55 }
{ Id: 'A1', pm25: 23.00, pm10: 30.00, temp: 6.00, hum: 10.00, atm: 88.00 , loc: $GNGGA,160631.088,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*55 }
{ Id: 'A1', pm25: 23.00, pm10: 30.00, temp: 6.00, hum: 12.00, atm: 89.00 , loc: $GNGGA,160642.088,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*51 }
{ Id: 'A1', pm25: 21.00, pm10: 31.00, temp: 6.00, hum: 17.00, atm: 90.00 , loc: $GNGGA,160653.088,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*51 }
{ Id: 'A1', pm25: 23.00, pm10: 32.00, temp: 4.00, hum: 11.00, atm: 91.00 , loc: $GNGGA,160704.088,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*52 }
{ Id: 'A1', pm25: 21.00, pm10: 32.00, temp: 4.00, hum: 14.00, atm: 92.00 , loc: $GNGGA,160715.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5D }
{ Id: 'A1', pm25: 24.00, pm10: 31.00, temp: 7.00, hum: 14.00, atm: 93.00 , loc: $GNGGA,160726.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5D }
{ Id: 'A1', pm25: 23.00, pm10: 33.00, temp: 8.00, hum: 17.00, atm: 94.00 , loc: $GNGGA,160737.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5D }
{ Id: 'A1', pm25: 23.00, pm10: 31.00, temp: 9.00, hum: 14.00, atm: 95.00 , loc: $GNGGA,160748.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*55 }
{ Id: 'A1', pm25: 24.00, pm10: 33.00, temp: 4.00, hum: 16.00, atm: 96.00 , loc: $GNGGA,160759.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*55 }
{ Id: 'A1', pm25: 22.00, pm10: 32.00, temp: 9.00, hum: 16.00, atm: 97.00 , loc: $GNGGA,160810.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*57 }
{ Id: 'A1', pm25: 24.00, pm10: 31.00, temp: 4.00, hum: 11.00, atm: 98.00 , loc: $GNGGA,160821.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*55 }
{ Id: 'A1', pm25: 24.00, pm10: 31.00, temp: 6.00, hum: 11.00, atm: 99.00 , loc: $GNGGA,160832.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*57 }
{ Id: 'A1', pm25: 23.00, pm10: 31.00, temp: 2.00, hum: 10.00, atm: 100.00 , loc: $GNGGA,160843.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*51 }
{ Id: 'A1', pm25: 24.00, pm10: 31.00, temp: 2.00, hum: 18.00, atm: 101.00 , loc: $GNGGA,160854.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*57 }
{ Id: 'A1', pm25: 21.00, pm10: 33.00, temp: 3.00, hum: 14.00, atm: 102.00 , loc: $GNGGA,160905.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*52 }
{ Id: 'A1', pm25: 20.00, pm10: 33.00, temp: 2.00, hum: 18.00, atm: 103.00 , loc: $GNGGA,160916.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*50 }
{ Id: 'A1', pm25: 22.00, pm10: 34.00, temp: 4.00, hum: 10.00, atm: 104.00 , loc: $GNGGA,160927.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*52 }
{ Id: 'A1', pm25: 21.00, pm10: 31.00, temp: 5.00, hum: 12.00, atm: 105.00 , loc: $GNGGA,160938.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5C }
{ Id: 'A1', pm25: 23.00, pm10: 32.00, temp: 9.00, hum: 15.00, atm: 106.00 , loc: $GNGGA,160949.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5A }
{ Id: 'A1', pm25: 24.00, pm10: 31.00, temp: 3.00, hum: 19.00, atm: 107.00 , loc: $GNGGA,161000.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5F }
{ Id: 'A1', pm25: 21.00, pm10: 32.00, temp: 3.00, hum: 13.00, atm: 108.00 , loc: $GNGGA,161011.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5F }
{ Id: 'A1', pm25: 23.00, pm10: 30.00, temp: 8.00, hum: 18.00, atm: 109.00 , loc: $GNGGA,161022.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5F }
{ Id: 'A1', pm25: 23.00, pm10: 34.00, temp: 8.00, hum: 14.00, atm: 110.00 , loc: $GNGGA,161033.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5F }
{ Id: 'A1', pm25: 20.00, pm10: 31.00, temp: 7.00, hum: 14.00, atm: 111.00 , loc: $GNGGA,161044.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5F }
{ Id: 'A1', pm25: 20.00, pm10: 33.00, temp: 8.00, hum: 15.00, atm: 112.00 , loc: $GNGGA,161055.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5F }
{ Id: 'A1', pm25: 24.00, pm10: 32.00, temp: 4.00, hum: 10.00, atm: 113.00 , loc: $GNGGA,161106.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*58 }
{ Id: 'A1', pm25: 22.00, pm10: 32.00, temp: 3.00, hum: 13.00, atm: 114.00 , loc: $GNGGA,161117.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*58 }
{ Id: 'A1', pm25: 23.00, pm10: 30.00, temp: 3.00, hum: 19.00, atm: 115.00 , loc: $GNGGA,161128.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54 }
{ Id: 'A1', pm25: 22.00, pm10: 32.00, temp: 7.00, hum: 11.00, atm: 116.00 , loc: $GNGGA,161139.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*54 }
{ Id: 'A1', pm25: 23.00, pm10: 32.00, temp: 3.00, hum: 10.00, atm: 117.00 , loc: $GNGGA,161150.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5B }
{ Id: 'A1', pm25: 24.00, pm10: 31.00, temp: 2.00, hum: 17.00, atm: 118.00 , loc: $GNGGA,161201.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5C }
{ Id: 'A1', pm25: 23.00, pm10: 30.00, temp: 2.00, hum: 17.00, atm: 119.00 , loc: $GNGGA,161212.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5E }
{ Id: 'A1', pm25: 22.00, pm10: 31.00, temp: 7.00, hum: 19.00, atm: 120.00 , loc: $GNGGA,161223.087,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*5C }
{ Id: 'A1', pm25: 24.00, pm10: 30.00, temp: 7.00, hum: 11.00, atm: 121.00 , loc: $GNGGA,161233.303,4900.5061,N,00825.4025,E,0,0,,102.1,M,47.9,M,,*52 }
{ Id: 'A1', pm25: 20.00, pm10: 34.00, temp: 3.00, hum: 17.00, atm: 122.00 , loc: $GNGGA,161244.000,4900.5061,N,00825.3779,E,0,2,,102.1,M,47.9,M,,*59 }
{ Id: 'A1', pm25: 23.00, pm10: 34.00, temp: 9.00, hum: 15.00, atm: 123.00 , loc: $GNGGA,161255.000,4900.5079,N,00825.3793,E,0,2,,102.1,M,47.9,M,,*54 }
SSH-2.0-OpenSSH_7.6p1 Ubuntu-4ubuntu0.5
{ Id: 'A1', pm25: 23.00, pm10: 30.00, temp: 2.00, hum: 14.00, atm: 124.00 , loc: $GNGGA,161306.000,4900.5083,N,00825.3847,E,0,2,,102.1,M,47.9,M,,*50 }
